"Year","Month","Hospital","Age.Categorisation","TotalPatients"
2018,"Jul","Cork University Maternity Hospital "," 0-15",20
2018,"Jul","Cork University Maternity Hospital ","16-64",3329
2018,"Jul","Cork University Maternity Hospital ","65+",480
2018,"Jul","Croom Orthopaedic Hospital"," 0-15",378
2018,"Jul","Croom Orthopaedic Hospital","16-64",4248
2018,"Jul","Croom Orthopaedic Hospital","65+",1926
2018,"Jul","Ennis Hospital"," 0-15",79
2018,"Jul","Ennis Hospital","16-64",925
2018,"Jul","Ennis Hospital","65+",392
2018,"Jul","Galway University Hospital"," 0-15",4507
2018,"Jul","Galway University Hospital","16-64",25790
2018,"Jul","Galway University Hospital","65+",8785
2018,"Jul","Kerry General Hospital"," 0-15",1155
2018,"Jul","Kerry General Hospital","16-64",6285
2018,"Jul","Kerry General Hospital","65+",2291
2018,"Jul","Letterkenny General Hospital"," 0-15",1983
2018,"Jul","Letterkenny General Hospital","16-64",9319
2018,"Jul","Letterkenny General Hospital","65+",3810
2018,"Jul","Louth County Hospital"," 0-15",109
2018,"Jul","Louth County Hospital","16-64",1023
2018,"Jul","Louth County Hospital","65+",599
2018,"Jul","Mallow General Hospital"," 0-15",185
2018,"Jul","Mallow General Hospital","16-64",1977
2018,"Jul","Mallow General Hospital","65+",699
2018,"Jul","Mater Misericordiae University Hospital"," 0-15",64
2018,"Jul","Mater Misericordiae University Hospital","16-64",26218
2018,"Jul","Mater Misericordiae University Hospital","65+",11742
2018,"Jul","Mayo General Hospital"," 0-15",1481
2018,"Jul","Mayo General Hospital","16-64",4940
2018,"Jul","Mayo General Hospital","65+",2291
2018,"Jul","Mercy University Hospital"," 0-15",565
2018,"Jul","Mercy University Hospital","16-64",3330
2018,"Jul","Mercy University Hospital","65+",1154
2018,"Jul","Midland Regional Hospital Mullingar"," 0-15",1125
2018,"Jul","Midland Regional Hospital Mullingar","16-64",5066
2018,"Jul","Midland Regional Hospital Mullingar","65+",1450
2018,"Jul","Midland Regional Hospital Portlaoise"," 0-15",664
2018,"Jul","Midland Regional Hospital Portlaoise","16-64",3457
2018,"Jul","Midland Regional Hospital Portlaoise","65+",1077
2018,"Jul","Midland Regional Hospital Tullamore"," 0-15",3335
2018,"Jul","Midland Regional Hospital Tullamore","16-64",7988
2018,"Jul","Midland Regional Hospital Tullamore","65+",3009
2018,"Jul","Naas General Hospital"," 0-15",8
2018,"Jul","Naas General Hospital","16-64",5916
2018,"Jul","Naas General Hospital","65+",2012
2018,"Jul","Nenagh Hospital"," 0-15",26
2018,"Jul","Nenagh Hospital","16-64",522
2018,"Jul","Nenagh Hospital","65+",184
2018,"Jul","Our Lady of Lourdes Hospital Drogheda"," 0-15",2966
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","16-64",6792
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","65+",2252
2018,"Jul","Our Lady's Children's Hospital Crumlin","NA",19
2018,"Jul","Our Lady's Children's Hospital Crumlin"," 0-15",18749
2018,"Jul","Our Lady's Children's Hospital Crumlin","16-64",1213
2018,"Jul","Our Lady's Children's Hospital Crumlin","65+",14
2018,"Jul","Our Lady's Hospital Navan"," 0-15",12
2018,"Jul","Our Lady's Hospital Navan","16-64",4382
2018,"Jul","Our Lady's Hospital Navan","65+",1522
2018,"Jul","Portiuncula Hospital"," 0-15",754
2018,"Jul","Portiuncula Hospital","16-64",2164
2018,"Jul","Portiuncula Hospital","65+",823
2018,"Jul","Roscommon Hospital"," 0-15",288
2018,"Jul","Roscommon Hospital","16-64",1592
2018,"Jul","Roscommon Hospital","65+",922
2018,"Jul","Rotunda Hospital"," 0-15",30
2018,"Jul","Rotunda Hospital","16-64",2838
2018,"Jul","Rotunda Hospital","65+",197
2018,"Jul","Royal Victoria Eye and Ear Hospital"," 0-15",1467
2018,"Jul","Royal Victoria Eye and Ear Hospital","16-64",6451
2018,"Jul","Royal Victoria Eye and Ear Hospital","65+",4707
2018,"Jul","Sligo Regional Hospital"," 0-15",1680
2018,"Jul","Sligo Regional Hospital","16-64",7437
2018,"Jul","Sligo Regional Hospital","65+",3775
2018,"Jul","South Infirmary Victoria University Hospital"," 0-15",3240
2018,"Jul","South Infirmary Victoria University Hospital","16-64",14831
2018,"Jul","South Infirmary Victoria University Hospital","65+",4541
2018,"Jul","South Tipperary General Hospital"," 0-15",378
2018,"Jul","South Tipperary General Hospital","16-64",2381
2018,"Jul","South Tipperary General Hospital","65+",1129
2018,"Jul","St. Columcille's Hospital"," 0-15",9
2018,"Jul","St. Columcille's Hospital","16-64",2853
2018,"Jul","St. Columcille's Hospital","65+",543
2018,"Jul","St. James's Hospital"," 0-15",114
2018,"Jul","St. James's Hospital","16-64",14918
2018,"Jul","St. James's Hospital","65+",4417
2018,"Jul","St. John's Hospital Limerick"," 0-15",4
2018,"Jul","St. John's Hospital Limerick","16-64",817
2018,"Jul","St. John's Hospital Limerick","65+",275
2018,"Jul","St. Luke's General Hospital Kilkenny"," 0-15",313
2018,"Jul","St. Luke's General Hospital Kilkenny","16-64",2280
2018,"Jul","St. Luke's General Hospital Kilkenny","65+",845
2018,"Jul","St. Michael's Hospital Dun Laoghaire"," 0-15",322
2018,"Jul","St. Michael's Hospital Dun Laoghaire","16-64",1720
2018,"Jul","St. Michael's Hospital Dun Laoghaire","65+",600
2018,"Jul","St. Vincent's University Hospital"," 0-15",40
2018,"Jul","St. Vincent's University Hospital","16-64",15170
2018,"Jul","St. Vincent's University Hospital","65+",5093
2018,"Jul","Tallaght Children's Hospital"," 0-15",7200
2018,"Jul","Tallaght Children's Hospital","16-64",224
2018,"Jul","Tallaght Hospital"," 0-15",78
2018,"Jul","Tallaght Hospital","16-64",22379
2018,"Jul","Tallaght Hospital","65+",5928
2018,"Jul","University Hospital Limerick"," 0-15",3667
2018,"Jul","University Hospital Limerick","16-64",18790
2018,"Jul","University Hospital Limerick","65+",7731
2018,"Jul","University Hospital Waterford"," 0-15",4373
2018,"Jul","University Hospital Waterford","16-64",23235
2018,"Jul","University Hospital Waterford","65+",9587
2018,"Jul","Wexford General Hospital"," 0-15",349
2018,"Jul","Wexford General Hospital","16-64",1344
2018,"Jul","Wexford General Hospital","65+",553
2018,"Aug","Bantry General Hospital"," 0-15",40
2018,"Aug","Bantry General Hospital","16-64",823
2018,"Aug","Bantry General Hospital","65+",485
2018,"Aug","Beaumont Hospital"," 0-15",472
2018,"Aug","Beaumont Hospital","16-64",18321
2018,"Aug","Beaumont Hospital","65+",6356
2018,"Aug","Cappagh National Orthopaedic Hospital"," 0-15",85
2018,"Aug","Cappagh National Orthopaedic Hospital","16-64",1446
2018,"Aug","Cappagh National Orthopaedic Hospital","65+",653
2018,"Aug","Cavan General Hospital"," 0-15",952
2018,"Aug","Cavan General Hospital","16-64",4882
2018,"Aug","Cavan General Hospital","65+",1923
2018,"Aug","Childrens University Hospital Temple Street","NA",2
2018,"Aug","Childrens University Hospital Temple Street"," 0-15",17109
2018,"Aug","Childrens University Hospital Temple Street","16-64",704
2018,"Aug","Childrens University Hospital Temple Street","65+",2
2018,"Aug","Connolly Hospital"," 0-15",7
2018,"Aug","Connolly Hospital","16-64",7844
2018,"Aug","Connolly Hospital","65+",2473
2018,"Aug","Coombe Women and Infants University Hospital"," 0-15",1
2018,"Aug","Coombe Women and Infants University Hospital","16-64",2324
2018,"Aug","Coombe Women and Infants University Hospital","65+",224
2018,"Aug","Cork University Hospital"," 0-15",3375
2018,"Aug","Cork University Hospital","16-64",12881
2018,"Aug","Cork University Hospital","65+",6741
2018,"Aug","Cork University Maternity Hospital "," 0-15",16
2018,"Aug","Cork University Maternity Hospital ","16-64",3145
2018,"Aug","Cork University Maternity Hospital ","65+",445
2018,"Aug","Croom Orthopaedic Hospital"," 0-15",382
2018,"Aug","Croom Orthopaedic Hospital","16-64",4305
2018,"Aug","Croom Orthopaedic Hospital","65+",1944
2018,"Aug","Ennis Hospital"," 0-15",70
2018,"Aug","Ennis Hospital","16-64",939
2018,"Aug","Ennis Hospital","65+",402
2018,"Aug","Galway University Hospital"," 0-15",4475
2018,"Aug","Galway University Hospital","16-64",26343
2018,"Aug","Galway University Hospital","65+",9065
2018,"Aug","Kerry General Hospital"," 0-15",1157
2018,"Aug","Kerry General Hospital","16-64",6452
2018,"Aug","Kerry General Hospital","65+",2325
2018,"Aug","Letterkenny General Hospital"," 0-15",1978
2018,"Aug","Letterkenny General Hospital","16-64",9464
2018,"Aug","Letterkenny General Hospital","65+",3884
2018,"Aug","Louth County Hospital"," 0-15",128
2018,"Aug","Louth County Hospital","16-64",1051
2018,"Aug","Louth County Hospital","65+",621
2018,"Aug","Mallow General Hospital"," 0-15",190
2018,"Aug","Mallow General Hospital","16-64",2046
2018,"Aug","Mallow General Hospital","65+",722
2018,"Aug","Mater Misericordiae University Hospital"," 0-15",67
2018,"Aug","Mater Misericordiae University Hospital","16-64",27234
2018,"Aug","Mater Misericordiae University Hospital","65+",11959
2018,"Aug","Mayo General Hospital"," 0-15",1316
2018,"Aug","Mayo General Hospital","16-64",4692
2018,"Aug","Mayo General Hospital","65+",2236
2018,"Aug","Mercy University Hospital"," 0-15",542
2018,"Aug","Mercy University Hospital","16-64",3337
2018,"Aug","Mercy University Hospital","65+",1183
2018,"Aug","Midland Regional Hospital Mullingar"," 0-15",1056
2018,"Aug","Midland Regional Hospital Mullingar","16-64",5237
2018,"Aug","Midland Regional Hospital Mullingar","65+",1445
2018,"Aug","Midland Regional Hospital Portlaoise"," 0-15",656
2018,"Aug","Midland Regional Hospital Portlaoise","16-64",3539
2018,"Aug","Midland Regional Hospital Portlaoise","65+",1095
2018,"Aug","Midland Regional Hospital Tullamore"," 0-15",3368
2018,"Aug","Midland Regional Hospital Tullamore","16-64",7965
2018,"Aug","Midland Regional Hospital Tullamore","65+",3064
2018,"Aug","Naas General Hospital"," 0-15",8
2018,"Aug","Naas General Hospital","16-64",6057
2018,"Aug","Naas General Hospital","65+",2039
2018,"Aug","Nenagh Hospital"," 0-15",19
2018,"Aug","Nenagh Hospital","16-64",487
2018,"Aug","Nenagh Hospital","65+",180
2018,"Aug","Our Lady of Lourdes Hospital Drogheda"," 0-15",3103
2018,"Aug","Our Lady of Lourdes Hospital Drogheda","16-64",6887
2018,"Aug","Our Lady of Lourdes Hospital Drogheda","65+",2299
2018,"Aug","Our Lady's Children's Hospital Crumlin","NA",20
2018,"Aug","Our Lady's Children's Hospital Crumlin"," 0-15",18013
2018,"Aug","Our Lady's Children's Hospital Crumlin","16-64",1167
2018,"Aug","Our Lady's Children's Hospital Crumlin","65+",13
2018,"Aug","Our Lady's Hospital Navan"," 0-15",14
2018,"Aug","Our Lady's Hospital Navan","16-64",4459
2018,"Aug","Our Lady's Hospital Navan","65+",1551
2018,"Aug","Portiuncula Hospital"," 0-15",732
2018,"Aug","Portiuncula Hospital","16-64",2189
2018,"Aug","Portiuncula Hospital","65+",835
2018,"Aug","Roscommon Hospital"," 0-15",248
2018,"Aug","Roscommon Hospital","16-64",1756
2018,"Aug","Roscommon Hospital","65+",985
2018,"Aug","Rotunda Hospital"," 0-15",28
2018,"Aug","Rotunda Hospital","16-64",2976
2018,"Aug","Rotunda Hospital","65+",198
2018,"Aug","Royal Victoria Eye and Ear Hospital"," 0-15",1227
2018,"Aug","Royal Victoria Eye and Ear Hospital","16-64",5891
2018,"Aug","Royal Victoria Eye and Ear Hospital","65+",4463
2018,"Aug","Sligo Regional Hospital"," 0-15",1646
2018,"Aug","Sligo Regional Hospital","16-64",7501
2018,"Aug","Sligo Regional Hospital","65+",3817
2018,"Aug","South Infirmary Victoria University Hospital"," 0-15",3231
2018,"Aug","South Infirmary Victoria University Hospital","16-64",15140
2018,"Aug","South Infirmary Victoria University Hospital","65+",4728
2018,"Aug","South Tipperary General Hospital"," 0-15",399
2018,"Aug","South Tipperary General Hospital","16-64",2451
2018,"Aug","South Tipperary General Hospital","65+",1142
2018,"Aug","St. Columcille's Hospital"," 0-15",7
2018,"Aug","St. Columcille's Hospital","16-64",2882
2018,"Aug","St. Columcille's Hospital","65+",566
2018,"Aug","St. James's Hospital"," 0-15",113
2018,"Aug","St. James's Hospital","16-64",15428
2018,"Aug","St. James's Hospital","65+",4533
2018,"Aug","St. John's Hospital Limerick"," 0-15",3
2018,"Aug","St. John's Hospital Limerick","16-64",827
2018,"Aug","St. John's Hospital Limerick","65+",291
2018,"Aug","St. Luke's General Hospital Kilkenny"," 0-15",307
2018,"Aug","St. Luke's General Hospital Kilkenny","16-64",2382
2018,"Aug","St. Luke's General Hospital Kilkenny","65+",914
2018,"Aug","St. Michael's Hospital Dun Laoghaire"," 0-15",319
2018,"Aug","St. Michael's Hospital Dun Laoghaire","16-64",1716
2018,"Aug","St. Michael's Hospital Dun Laoghaire","65+",623
2018,"Aug","St. Vincent's University Hospital"," 0-15",41
2018,"Aug","St. Vincent's University Hospital","16-64",14554
2018,"Aug","St. Vincent's University Hospital","65+",5029
2018,"Aug","Tallaght Children's Hospital"," 0-15",7352
2018,"Aug","Tallaght Children's Hospital","16-64",233
2018,"Aug","Tallaght Hospital"," 0-15",71
2018,"Aug","Tallaght Hospital","16-64",22574
2018,"Aug","Tallaght Hospital","65+",6041
2018,"Aug","University Hospital Limerick"," 0-15",3511
2018,"Aug","University Hospital Limerick","16-64",18260
2018,"Aug","University Hospital Limerick","65+",7642
2018,"Aug","University Hospital Waterford"," 0-15",4174
2018,"Aug","University Hospital Waterford","16-64",22780
2018,"Aug","University Hospital Waterford","65+",9604
2018,"Aug","Wexford General Hospital"," 0-15",302
2018,"Aug","Wexford General Hospital","16-64",1399
2018,"Aug","Wexford General Hospital","65+",543
2018,"Sep","Bantry General Hospital"," 0-15",35
2018,"Sep","Bantry General Hospital","16-64",831
2018,"Sep","Bantry General Hospital","65+",505
2018,"Sep","Beaumont Hospital"," 0-15",469
2018,"Sep","Beaumont Hospital","16-64",18448
2018,"Sep","Beaumont Hospital","65+",6320
2018,"Sep","Cappagh National Orthopaedic Hospital"," 0-15",85
2018,"Sep","Cappagh National Orthopaedic Hospital","16-64",1467
2018,"Sep","Cappagh National Orthopaedic Hospital","65+",662
2018,"Sep","Cavan General Hospital"," 0-15",915
2018,"Sep","Cavan General Hospital","16-64",4934
2018,"Sep","Cavan General Hospital","65+",1928
2018,"Sep","Childrens University Hospital Temple Street","NA",2
2018,"Sep","Childrens University Hospital Temple Street"," 0-15",17024
2018,"Sep","Childrens University Hospital Temple Street","16-64",720
2018,"Sep","Childrens University Hospital Temple Street","65+",2
2018,"Sep","Connolly Hospital"," 0-15",7
2018,"Sep","Connolly Hospital","16-64",7681
2018,"Sep","Connolly Hospital","65+",2488
2018,"Sep","Coombe Women and Infants University Hospital"," 0-15",2
2018,"Sep","Coombe Women and Infants University Hospital","16-64",2400
2018,"Sep","Coombe Women and Infants University Hospital","65+",239
2018,"Sep","Cork University Hospital"," 0-15",3272
2018,"Sep","Cork University Hospital","16-64",12701
2018,"Sep","Cork University Hospital","65+",6584
2018,"Sep","Cork University Maternity Hospital "," 0-15",15
2018,"Sep","Cork University Maternity Hospital ","16-64",2979
2018,"Sep","Cork University Maternity Hospital ","65+",432
2018,"Sep","Croom Orthopaedic Hospital"," 0-15",389
2018,"Sep","Croom Orthopaedic Hospital","16-64",4171
2018,"Sep","Croom Orthopaedic Hospital","65+",1898
2018,"Sep","Ennis Hospital"," 0-15",67
2018,"Sep","Ennis Hospital","16-64",966
2018,"Sep","Ennis Hospital","65+",406
2018,"Sep","Galway University Hospital"," 0-15",4373
2018,"Sep","Galway University Hospital","16-64",26179
2018,"Sep","Galway University Hospital","65+",9051
2018,"Sep","Kerry General Hospital"," 0-15",1170
2018,"Sep","Kerry General Hospital","16-64",6433
2018,"Sep","Kerry General Hospital","65+",2308
2018,"Sep","Letterkenny General Hospital"," 0-15",1973
2018,"Sep","Letterkenny General Hospital","16-64",9469
2018,"Sep","Letterkenny General Hospital","65+",3978
2018,"Sep","Louth County Hospital"," 0-15",159
2018,"Sep","Louth County Hospital","16-64",1023
2018,"Sep","Louth County Hospital","65+",610
2018,"Sep","Mallow General Hospital"," 0-15",193
2018,"Sep","Mallow General Hospital","16-64",2070
2018,"Sep","Mallow General Hospital","65+",727
2018,"Sep","Mater Misericordiae University Hospital"," 0-15",70
2018,"Sep","Mater Misericordiae University Hospital","16-64",27065
2018,"Sep","Mater Misericordiae University Hospital","65+",12156
2018,"Sep","Mayo General Hospital"," 0-15",1278
2018,"Sep","Mayo General Hospital","16-64",4754
2018,"Sep","Mayo General Hospital","65+",2264
2018,"Sep","Mercy University Hospital"," 0-15",550
2018,"Sep","Mercy University Hospital","16-64",3345
2018,"Sep","Mercy University Hospital","65+",1152
2018,"Sep","Midland Regional Hospital Mullingar"," 0-15",1034
2018,"Sep","Midland Regional Hospital Mullingar","16-64",5335
2018,"Sep","Midland Regional Hospital Mullingar","65+",1450
2018,"Sep","Midland Regional Hospital Portlaoise"," 0-15",716
2018,"Sep","Midland Regional Hospital Portlaoise","16-64",3650
2018,"Sep","Midland Regional Hospital Portlaoise","65+",1139
2018,"Sep","Midland Regional Hospital Tullamore"," 0-15",3329
2018,"Sep","Midland Regional Hospital Tullamore","16-64",7920
2018,"Sep","Midland Regional Hospital Tullamore","65+",3033
2018,"Sep","Naas General Hospital"," 0-15",12
2018,"Sep","Naas General Hospital","16-64",6085
2018,"Sep","Naas General Hospital","65+",2034
2018,"Sep","Nenagh Hospital"," 0-15",23
2018,"Sep","Nenagh Hospital","16-64",536
2018,"Sep","Nenagh Hospital","65+",195
2018,"Sep","Our Lady of Lourdes Hospital Drogheda"," 0-15",3074
2018,"Sep","Our Lady of Lourdes Hospital Drogheda","16-64",7162
2018,"Sep","Our Lady of Lourdes Hospital Drogheda","65+",2402
2018,"Sep","Our Lady's Children's Hospital Crumlin","NA",19
2018,"Sep","Our Lady's Children's Hospital Crumlin"," 0-15",18022
2018,"Sep","Our Lady's Children's Hospital Crumlin","16-64",1159
2018,"Sep","Our Lady's Children's Hospital Crumlin","65+",14
